,event_name,video_id,title,url_thumb,tags,view_count,like_count,dislike_count,comment_count,created,blurriness,brightness,contrast,overexposure,entropy,avg_color,word_count,punctuation_count,character_count,google_hits,sentiment_vader,sentiment_blob_polarity,sentiment_blob_subjectivity
0,CanalTEDxRiodelaPlata,72321a94-f58e-47a2-9071-40a5ae54091e,Flash Mob en TEDxRiodelaPlata 2013 - El Brindis de la Traviata de Verdi,https://i.ytimg.com/vi/qJzRzdsGhC0/hqdefault.jpg,,2535385,13638,247,638,2017-12-06 18:32:44,190.29002676888265,0.18580462420428204,0.0,0.0,4.230425007616144,"(58.749155092592595, 44.37039351851852, 37.90209490740741)",12,1,71,14400,0.0,0.0,0.0
1,TEDxRiodelaPlata2013,ea1705b1-2eb7-4782-a9d3-4f88fcc0de5a,Nunca pidas permiso | Ronald Shakespear | TEDxRiodelaPlata,https://i.ytimg.com/vi/EFdEmbuikOw/hqdefault.jpg,"Diseño,TEDx,Español,tedx talks,Logos,tedx,Historia,ted talk,Shakespear,ted x,TEDxRiodelaPlata,Publicidad,Usina del Arte,ted,Argentina (Country),Educación,Culture,ted talks,Ad,Cultura,Diseño Shakespear,TEDxRíodelaPlata,History,Marcas,tedx talk,Imágen,Spani",1449486,14672,957,651,2017-10-06 13:54:54,231.82247079326473,0.13859094690393536,0.0,0.0,3.9542159309563996,"(52.247876157407404, 28.919444444444444, 27.765931712962963)",6,2,58,8320,0.0,0.0,0.0
2,TEDxJoven@RiodelaPlata 2011,54489a1b-12e8-4e5a-b9aa-bba37452309d,Sobre fideos y jabones: Luciano Mellera at TEDxJoven@RiodelaPlata,https://i.ytimg.com/vi/nZV1uefYywI/hqdefault.jpg,"Luciano,Mellera,Argentina,Buenos Aires,Spanish,Español,Castellano,TEDxRíodelaPlata,TEDxRiodelaPlata,TEDxJoven@RíodelaPlata,TEDxJoven@RiodelaPlata,TEDxYouth,TEDxJoven,Konex,Culture,Cultura,Humor,Stand-up,Standup,Comedy,Comedia,Risa,¨Silvio,Rodríguez¨,Unico",1037443,5648,233,256,2017-12-04 16:50:37,898.5482100479513,0.10352649830005803,0.0,0.0,3.4285799020116245,"(40.45034722222222, 20.933836805555554, 20.933125)",9,2,65,1610,0.0,0.0,0.0
3,TEDxRiodelaPlata2014,e5a40182-5cec-4e28-afe6-784750a83cd3,Las matematicas son para siempre | Eduardo Saenz de Cabezon | TEDxRiodelaPlata,https://i.ytimg.com/vi/jej8qlzlAGw/hqdefault.jpg,"tedx talk,Science (hard),Culture,Spanish,Mathematics,tedx talks,ted talk,TEDxTalks,Argentina,ted,tedx,ted x,ted talks",902644,28715,283,607,2017-10-06 13:54:58,81.85850962969737,0.1328538004557296,0.0,0.0,3.941090493391615,"(29.329189814814814, 33.29795717592592, 53.253929398148145)",10,2,78,20500,0.0,0.0,0.0
4,TEDxRiodelaPlata2015,ea927c7b-c454-4fa4-ae54-86900daa0fff,Secretos de la relación corazón-cerebro | Luciano Sposato | TEDxRiodelaPlata,https://i.ytimg.com/vi/c1iMoel2LxA/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Science (hard),Brain,Heart health,Medicine",879428,14275,498,198,2017-10-06 13:55:08,95.29774395111366,0.15839059335214156,0.0,0.0,4.243174200993695,"(33.96541666666667, 41.46484953703704, 57.23800925925926)",9,3,76,29200,0.0,0.0,0.0
5,TEDxJoven@RiodelaPlata 2011,a2d8a540-08d0-4e69-9ff6-c2331680a840,El placer de tener un problema no resuelto en la cabeza: Adrián Paenza at TEDxJoven@RiodelaPlata,https://i.ytimg.com/vi/ARXdEMbPTGs/hqdefault.jpg,"Adrián,Paenza,Argentina,Buenos Aires,Spanish,Español,Castellano,TEDxRíodelaPlata,TEDxRiodelaPlata,TEDxJoven@RíodelaPlata,TEDxJoven@RiodelaPlata,TEDxYouth,TEDxJoven,Konex,Matemática,Maths,Education,Educación,Problema,Problem,Ciencia,Science",659262,5097,121,204,2017-09-08 17:57:19,197.82395251813142,0.1115129711009838,0.0,0.0,3.3819056986652085,"(24.826469907407407, 34.61456597222222, 9.483350694444445)",16,2,96,4790,-0.296,0.0,0.0
6,TEDxRiodelaPlata2015,b172e3e0-cb3e-45ce-98fe-f832eb669b4b,La risa de las ideas | Luciano Mellera | TEDxRiodelaPlata,https://i.ytimg.com/vi/aipFCUURJSg/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Entertainment,Humor",644431,5175,197,88,2017-10-06 13:55:08,424.97549817919315,0.15749850802951387,0.0,0.0,4.1125266991463,"(40.43391203703704, 39.444068287037034, 48.07092013888889)",8,2,57,29700,0.0,0.0,0.0
7,TEDxRiodelaPlata2011,1a437a0a-1642-4806-a548-97217696d078,Cómo matar al intermediario | Hernán Casciari | TEDxRíodelaPlata,https://i.ytimg.com/vi/_VEYn3bXz34/hqdefault.jpg,"Activism,Media,ted x,Editorial Orsai,tedx,Community,Activismo,Gasalla,ted talk,Comunidad,Orsai,Medios de comunicación,Asuntos globales,Spanish,Blog Orsai,Global Issues,Español,Más respeto que soy tu madre,Periodismo,Social Change,Culture,Journalism,Cultur",603430,8565,153,429,2017-09-13 13:58:28,1871.2787380058303,0.37282845956307964,0.0,0.0,4.681711671874783,"(100.65532407407407, 94.58571180555556, 89.66444444444444)",7,2,64,13700,0.0,0.0,0.0
8,TEDxRiodelaPlata2017,ccc6e321-b621-41d8-93f7-ab9d57890b2e,¿Y te vas a quedar acá? |  Radagast | TEDxJoven@RíodelaPlata,https://i.ytimg.com/vi/IIh9LpMORD0/hqdefault.jpg,"TEDxTalks,Spanish,Life,Creativity,Curiosity,Entertainment,Motivation,Self improvement,Youth",595525,12089,321,191,2017-11-21 18:34:30,477.7086507656511,0.09862817834924764,0.0,0.0,3.0005468575045446,"(54.743917824074074, 12.541047453703703, 16.572690972222222)",9,4,60,6230000,0.0,0.0,0.0
9,TEDxRiodelaPlataED2015,05019150-ff66-433c-b04f-a449806aedae,Profesores que dejan marca | Oscar Ghillione | TEDxRiodelaPlataED,https://i.ytimg.com/vi/WVEnhecsj3Y/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,TEDxRíodelaPlata,Buenos Aires,Teach for All,Teach For America (Nonprofit Organization),Enseñá por Argentina,Shiny eyes,Ojos que brillan,Role models,Teachers,Maestros,Profesores,Usina del Arte",589537,5797,188,172,2017-10-06 13:55:24,230.70207137821984,0.16790326153790538,0.0,0.0,3.2594884288984622,"(53.93347800925926, 38.723946759259256, 38.50857060185185)",7,2,65,19700,0.0,0.0,0.0
10,TEDxRiodelaPlata2016,e14b82bc-aa25-4eb7-a9f8-f865c11a4fb1,Más risas de las ideas | Luciano Mellera | TEDxRíodelaPlata,https://i.ytimg.com/vi/pPClB6ws2Ew/hqdefault.jpg,TEDx,575477,6629,290,225,2017-10-06 13:55:16,103.08963919428233,0.0662112087673613,0.0,0.0,3.398890773132446,"(24.491354166666667, 14.290949074074074, 14.15519675925926)",8,2,59,6180,0.0,0.0,0.0
11,TEDxRiodelaPlataED2015,e4e1afa3-5ef5-4a94-9f4d-59f360e21f58,Preguntas para pensar | Melina Furman | TEDxRiodelaPlataED,https://i.ytimg.com/vi/LFB9WJeBCdA/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,TEDxRíodelaPlata,TEDx,Schools,Escuelas,Preguntas para pensar,Science Education (Field Of Study),Biología,Física,Química",445162,5923,157,115,2017-10-06 13:55:24,1354.8981220378791,0.20650553385416665,0.0,0.0,4.784028260809753,"(56.909375, 48.759606481481484, 67.40601273148148)",6,2,58,54200,0.0,0.0,0.0
12,TEDxRiodelaPlata2017,8deb1f2c-784f-43a6-83f2-0fc3236340eb,"Discapacidad, poder distinto | Constanza Orbaiz | TEDxRiodelaPlata",https://i.ytimg.com/vi/4NuF4HD94Qs/hqdefault.jpg,"TEDxTalks,Spanish,Humanities,Disability,Discrimination,Education,Social Change",412104,10492,261,264,2017-11-21 18:43:24,507.32390815275625,0.084615953233507,0.0,0.0,3.141781621903525,"(28.73919560185185, 17.32657986111111, 29.463981481481483)",6,3,66,17000,0.0,0.0,0.0
13,TEDxRiodelaPlata2012,8160278b-9251-49d5-a95e-6d90ab171675,La música de las ideas | Sergio Feferovich | TEDxRiodelaPlata,https://i.ytimg.com/vi/1wA2sl9IRcE/hqdefault.jpg,"Spanish,ted x,Entretainment,tedx,tedx talks,Español,Entretenimiento,Music,La música de las ideas,Performance,Buenos Aires,Ideas,Phil Collins,tedx talk,TEDxRíodelaPlata,ted talk,ted,Sergio Feferovich,Argentina,TEDxRiodelaPlata,Música clásica,Director de or",398919,3729,102,251,2017-09-18 17:53:05,222.7016657132307,0.09228719075520829,0.0,0.0,3.8133640237003124,"(33.888130787037035, 21.44374421296296, 11.115665509259259)",8,2,61,22200,0.0,0.0,0.0
14,TEDxRiodelaPlata2014,65b7f753-3a36-45f1-925a-8e150dc66547,¿Qué es la pobreza? | Daniel Cerezo | TEDxRiodelaPlata,https://i.ytimg.com/vi/rmEGBKXrxNs/hqdefault.jpg,"ted talk,superacion,español,tedx,Music (topic),pobreza,historias de vida,Poverty (Film Subject),ted,Culture,inspiracional,Humanities,ted x,Spanish,Argentina,carrera profesional,Social,Career/Life Development,tedx talk,ted talks,Gerente felicidad,tedx talk",383629,4428,169,251,2017-10-06 13:54:58,311.3195427127057,0.265210503472222,0.0,0.0,4.4127837598438795,"(70.23372106481482, 66.26673611111111, 73.55873842592592)",7,3,54,3300000,0.0,0.0,0.0
15,TEDxRiodelaPlata2013,d07bed52-232f-4f5b-95e9-152f0a8ef952,Cerebro y percepcion | LeBlanc&West | TEDxRiodelaPlata,https://i.ytimg.com/vi/zONDGowt5lw/hqdefault.jpg,"Gonzalo Le Blanc,TEDxRíodelaPlata,Argentina (Country),Psychology,Le Blanc & West,tedx,tedx talks,Psicología,TEDxRiodelaPlata,TEDx,Performance,Medicina,Daniel West,Spanish Language (Human Language),Medicine,ted,Percepción,ted talk,Ciencia,Sugestión,Enterta",356612,3819,106,162,2017-10-06 13:54:49,735.6226901467317,0.26072389955873815,0.0,0.0,4.408547446284539,"(89.40039351851851, 58.781475694444445, 51.10848958333333)",6,3,54,328000,0.0,0.0,0.0
16,TEDxChange,a4f2d7f5-4363-4460-b767-fca98c500cac,En este mundo: Magdalena Goyheneix at TEDxRíodelaPlata-TEDxChange,https://i.ytimg.com/vi/v3BI3WfaQq8/hqdefault.jpg,"Pedriatician,Asuntos globales,Desnutrición,ted x,Africa,Salud,TEDxChange,Health,Global Issues,Argentina,Activism,tedx talks,Cultura,ted,Culture,Spanish,Medicina,tedx talk,Medicine,ted talk,Español,Activismo,ted talks,Malnutrition,MSF,Médicos sin fronteras",343747,800,33,91,2017-09-08 17:50:14,45.01248027313609,0.40248630099826305,0.0,0.0,5.034297845282407,"(126.80223958333333, 93.27864583333333, 95.02064236111111)",8,2,65,5030,0.0,0.0,0.0
17,TEDxRiodelaPlataED2015,ec903406-cac5-4570-bbc3-9bf6136bbf97,No soy un 7 | Sofia Camussi | TEDxRiodelaPlataED,https://i.ytimg.com/vi/H-yXOlzZ-eo/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,Education reform,Personal education,Science,TEDxRíodelaPlata,Buenos Aires,Educación,Grades,Calificaciones,Trigonometry (Field Of Study),Trigonometría,Teenagers,Adolescentes",324701,8907,138,275,2017-10-06 13:55:26,431.286933022176,0.2041648582175925,0.0,0.0,4.1502622617749285,"(64.77879050925925, 44.904212962962966, 60.79081018518519)",7,2,48,11500,-0.296,0.0,0.0
18,TEDxRiodelaPlata2012,c8c380a6-d25e-470e-bb65-1449c25124fb,Lo que podemos lograr con conciencia plena (mindfulness) | Hedy Kober | TEDxRiodelaPlata,https://i.ytimg.com/vi/mzEh5nE-tNU/hqdefault.jpg,"Ciencia,TEDx,TEDxRiodelaPlata,ted talks,Spanish,Experiment,Psicología,Culture,TEDxRíodelaPlata,Comunidad,ted,Buenos Aires,Meditación,Cultura,Education,ted x,tedx talk,Science,tedx,Educación,Experimento,Meditation,tedx talks,Español,ted talk,Psychology,Arg",280999,1889,69,81,2017-09-13 14:27:41,557.1434465268251,0.17030867965133092,0.0,0.0,2.992538098763446,"(57.28585069444444, 38.613761574074076, 35.865063657407404)",11,4,88,3370,0.0,0.0,0.0
19,TEDxRiodelaPlata2016,57704968-1b9f-4790-bf09-9b5f75aa6100,Una foto con mi padre | Hernán Casciari | TEDxRíodelaPlata,https://i.ytimg.com/vi/eTzF-EjD1W0/hqdefault.jpg,TEDx,276023,4438,157,225,2017-10-06 13:55:15,574.9601598400728,0.21483703613281194,0.0,0.0,4.440162351507759,"(71.41953703703703, 47.57140046296296, 53.97537615740741)",8,2,58,76500,0.0,0.0,0.0
20,TEDxBuenosAires2010,5b6c54b4-50f8-4909-abdd-bd465e330643,Ser distinto: Manu Ginóbili at TEDxBuenosAires,https://i.ytimg.com/vi/QZmwbpclGn0/hqdefault.jpg,"ted talks,TEDxBuenosAires,Spanish,basket,rural,tedx talk,ted talk,aires,tedx talks,ted x,deportes,buenos,ginobili,TEDx,2010,argentina,basquet,ted,in,tedx,ginóbili,nba",260743,2106,36,85,2017-09-08 17:25:32,300.83177446719606,0.16309057165075236,0.0,0.0,3.1955688152442363,"(44.498078703703705, 40.550364583333334, 42.82819444444444)",6,1,46,2820,0.0,0.0,0.0
21,TEDxRiodelaPlata2017,708c9d93-37a2-49c3-80a3-65e9b6f37557,Zombies en la escuela | Juli Garbulsky | TEDxRiodelaPlata,https://i.ytimg.com/vi/g6zBmBUOMhY/hqdefault.jpg,"TEDxTalks,Spanish,Education,Childhood,Curiosity,Motivation,Schools,Teaching",260418,12679,245,418,2017-11-21 18:40:19,64.13226466049383,0.15182492856626165,0.0,0.0,3.2164065296050586,"(84.16233217592593, 18.9640625, 26.230642361111112)",7,2,57,16000,0.0,0.0,0.0
22,TEDxRiodelaPlata2012,ebc7e780-30a8-489f-847b-49f67edc0df1,El corazón de una mujer puede romperse en serio | Florencia Rolandi | TEDxRiodelaPlata,https://i.ytimg.com/vi/q9PtThKbeQw/hqdefault.jpg,"TEDxRiodelaPlata,TEDx,Comunidad,ted talks,Español,tedx talks,ted talk,Buenos Aires,Florencia Rolandi,TEDxRíodelaPlata,Enfermedades cardíacas,ted,Salud,Science,Medicina,Medicine,Culture,Argentina,Community,Ciencia,tedx talk,Health,tedx,Cultura,ted x,Preven",259375,2207,124,68,2017-09-13 14:21:45,461.7761078170209,0.15081138328269678,0.0,0.0,3.7620442650306596,"(55.167876157407406, 32.81648148148148, 27.98720486111111)",12,2,86,3340,0.0,0.0,0.0
23,TEDxRiodelaPlata2011,7a7e1c26-c0a7-4ea3-a60e-56dbd1e7c734,Utilizando el poder de millones de mentes humanas | Luis von Ahn | TEDxRíodelaPlata,https://i.ytimg.com/vi/x1ShVyBm8GU/hqdefault.jpg,"Technology,Tecnología,Spanish,ted talk,TEDxRíodelaPlata,ted,ted x,ted talks,tedx talk,tedx,tedx talks,Español,Argentina",247249,2279,37,159,2017-09-13 14:00:53,1285.8175976833054,0.3644865813078701,0.0,0.0,4.717609986260507,"(100.40310185185186, 91.24033564814815, 88.96705439814815)",12,2,83,13600,0.0,0.0,0.0
24,TEDxRiodelaPlataED2015,0db428a0-f970-4d6e-a74c-11389641d980,El poder de las historias | Eduardo Sáenz de Cabezón | TEDxRiodelaPlataED,https://i.ytimg.com/vi/mWFqtxI4NKM/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,Math,Science,TEDxRíodelaPlata,Buenos Aires,Usina del Arte,Matemática,Historias,Enseñanza de la matemática,Galois,Evariste Galois",238892,7474,69,83,2017-10-06 13:55:21,675.6994760665497,0.17926554361979197,0.0,0.0,4.102548787105374,"(58.61431712962963, 39.60560763888889, 47.681412037037035)",10,2,73,45800,0.0,0.0,0.0
25,TEDxRiodelaPlata2013,5207a955-106c-49c6-9627-51a8b0d4aac4,La cancion que cada uno tiene adentro | Leonardo Oyola | TEDxRiodelaPlata,https://i.ytimg.com/vi/DC-OdcjzED0/hqdefault.jpg,"Literatura,Literature,TEDxRíodelaPlata,tedx talks,Spanish Language (Human Language),Chamamé,Covers,Buenos Aires,TEDx,Everlasting Love,Entertainment,ted,Cultura,Español,Usina del Arte,La canción es la misma,Culture,Entretenimiento,Pink Floyd (Musical Group",226376,2281,65,109,2017-10-06 13:54:49,1012.8522999043198,0.14033772786458354,0.0,0.0,3.4142485289725917,"(50.36788194444444, 30.882702546296297, 27.112743055555555)",10,2,73,28600,0.0,0.0,0.0
26,TEDxRiodelaPlata2012,90a1f19f-3b4f-4de4-943b-59c453fc4913,En busca del tiempo perdido | Fernando Polack | TEDxRiodelaPlata,https://i.ytimg.com/vi/6YNm95vDytY/hqdefault.jpg,"Time,Medicine,Medicina,Fernando Polack,TEDx,TEDxRiodelaPlata,ted talks,Spanish,Cultura,Salud,Culture,TEDxRíodelaPlata,Comunidad,tedx talks,Ciencia,Medical attention,ted x,tedx talk,Historia de vida,Science,tedx,Health,ted,Life story,Español,ted talk,Atenc",222554,1162,101,56,2017-09-13 14:20:48,143.72606478855883,0.16518181694878487,0.0,0.0,4.0122825144947,"(92.90960648148148, 21.85609375, 18.525636574074074)",8,2,64,32600,0.0,0.0,0.0
27,TEDxRiodelaPlata2013,35fc0418-dabc-4abb-9269-4a8477c6d674,Pequeñas decisiones y 20 minutos | Narda Lepes | TEDxRiodelaPlata,https://i.ytimg.com/vi/PFf2ghIR8os/hqdefault.jpg,"History,Cocinar,Cocina,Estilos de vida,Nutrition (Medical Specialty),Activism,tedx talk,Entertainment,Recetas,Narda Lepes,Alimentación,tedx,Comida,TEDx,Cook,ted x,Usina del Arte,Nutrición,Argentina (Country),Spanish Language (Human Language),tedx talks,Fo",218978,1691,101,133,2017-10-06 13:54:52,902.2884464696692,0.15756476508246503,0.0,0.0,3.5838755198778216,"(43.622575231481484, 39.50036458333334, 40.13583333333333)",8,2,65,6480,0.0,0.0,0.0
28,TEDxJoven@RiodelaPlata 2012,5ed65023-db08-41c3-9787-706a0e6ca154,TEDxJoven@RíodelaPlata - Andrés Rieznik - La ciencia del levante,https://i.ytimg.com/vi/lfVqOHowfo8/hqdefault.jpg,"Argentina,Español,Spanish,TEDxRíodelaPlata,Ciencia,Science,Educación,Education,Cultura,Culture,Psicología,Psychology,Seducción,Seduction,Levante",210339,1268,67,139,2017-09-08 18:33:23,287.21627732029236,0.18178622775607642,0.0,0.0,3.842645017729523,"(50.85029513888889, 44.03800347222222, 51.22335069444444)",8,3,64,1770,0.0,0.0,0.0
29,TEDxRiodelaPlata2011,52d612fa-0a97-4474-becb-2d783a4ab4af,Te invito a creer: Manuel Lozano at TEDxRiodelaPlata,https://i.ytimg.com/vi/tkTEsTASKgA/hqdefault.jpg,"TEDxRíodelaPlata,Cambio social,Español,tedx talk,Global Issues,Volunteers,Asuntos globales,ted x,Activism,Spanish,Te invito a creer,Community,Política,ted talk,Social Change,tedx talks,ted,Argentina,Voluntarios,Comunidad,Activismo,Red Solidaria,Politics,C",206232,2252,46,73,2017-09-13 14:01:49,1630.3146781040691,0.3528590449580439,0.0,0.0,4.686982449375403,"(99.83549189814815, 87.57507523148148, 83.18598958333334)",8,1,52,834,0.0,0.0,0.0
30,TEDxRiodelaPlata2017,01d4cd28-25e6-4b92-84ec-f94ec43a8ce9,Río de las ideas | Luciano Mellera | TEDxRiodelaPlata,https://i.ytimg.com/vi/-wa7igZnkJk/hqdefault.jpg,"TEDxTalks,Spanish,Entertainment,Comedy",173614,2968,94,67,2017-12-21 18:13:55,78.22541666666666,0.09405944824218777,0.0,0.0,3.0418250195627463,"(58.632835648148145, 8.187841435185184, 18.697685185185186)",7,2,53,33000,0.0,0.0,0.0
31,TEDxRiodelaPlata2014,e5e9a9f5-b2e8-4290-be41-abc99410769e,La puerta equivocada | Adrián Paenza | TEDxRiodelaPlata,https://i.ytimg.com/vi/MESCMo3wWy4/hqdefault.jpg,"tedx talk,Spanish,tedx talks,Matemáticas,Éxito,ted talks,Enseñanza,Problemas,Education,Argentina,Leelavati,TEDxTalks,tedx,ted,ted talk,Matemática,Mathematics,Preguntas,ted x",158327,1424,38,95,2017-10-06 13:54:56,3059.3098083447485,0.42747716833044025,0.0,0.0,4.328421868507077,"(103.52775462962963, 108.34326967592592, 133.7867013888889)",6,2,55,27600,0.0,0.0,0.0
32,TEDxRiodelaPlataED2015,18f466c8-3aff-4a84-a6f1-7163b425c863,Un recreo tan loco como ideal | Silvana Corso | TEDxRiodelaPlataED,https://i.ytimg.com/vi/0vNVtWu-6Go/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,Disability,Discrimination,Education reform,Educación,TEDxRíodelaPlata,Buenos Aires (City/Town/Village),Inclusión,Discapacidad,Escuelas inclusivas,Austismo,Síndrome de Down,Asperger,TEA,TGD",155899,1864,58,64,2017-10-06 13:55:25,202.92645447530865,0.16385683412905064,0.0,0.0,3.3113713172333163,"(54.47896412037037, 37.66809606481481, 33.21791087962963)",9,2,66,21200,0.5267,0.9,1.0
33,TEDxRiodelaPlata2016,b4050006-9287-495d-a93d-43c1f36aa6b6,Zamba y la revolución de los niños | Fernando Salem | TEDxRíodelaPlata,https://i.ytimg.com/vi/Ft_IO42_lVg/hqdefault.jpg,"TEDx,Education,Children,Classroom,Culture,Communication,Early Education,History,Innovation,Learning,Multimedia,Schools,Students,Teaching",153735,1933,80,116,2017-10-06 13:55:15,58.922815857538275,0.1203901502821181,0.0,0.0,3.961507869940055,"(51.5018287037037, 22.288802083333334, 24.997019675925927)",10,2,70,15700,0.0,0.0,0.0
34,TEDxRiodelaPlata2016,d2e7dcd0-212a-4463-98bd-93ff9b5d48d0,La ciencia del sexo | Pere Estupinyà | TEDxRiodelaPlata,https://i.ytimg.com/vi/d2tLwj6NXlk/hqdefault.jpg,TEDx,137862,2373,108,76,2017-08-09 15:31:51,604.8768132733763,0.1347813811125579,0.0,0.0,3.7982198611652827,"(39.542054398148146, 29.956626157407406, 49.05876736111111)",7,2,55,21400,0.0,0.0,0.0
35,TEDxRiodelaPlata2012,b9a8caf5-fcb9-4f1d-9f03-4e2e23fffbb1,Vivir del aire | Lalo Mir | TEDxRiodelaPlata,https://i.ytimg.com/vi/LOakcgAJ8Dc/hqdefault.jpg,"Buenos Aires,ted talk,TEDx,TEDxRiodelaPlata,ted x,ted,Prensa,Community,Periodismo,Education,Journalism,Español,Argentina,Entretenimiento,tedx,Locutor,Educación,TEDxRíodelaPlata,Radio,Spanish,tedx talk,Entertainment,Media,Lalo,ted talks,Comunidad,tedx talk",135395,905,35,27,2017-09-13 14:29:34,287.6375696176835,0.1199648256655093,0.0,0.0,3.7324470046130767,"(50.08769675925926, 24.80361111111111, 13.125335648148148)",6,2,44,2800000,0.0,0.0,0.0
36,TEDxRiodelaPlata2016,2be70f38-0bb1-4abb-bd4d-ee4c1dfa067e,"Grooming, el acoso ¿virtual? | Sebastián Bortnik | TEDxRíodelaPlata",https://i.ytimg.com/vi/0wZjKOulodo/hqdefault.jpg,TEDx,134452,1953,89,75,2017-10-06 13:55:18,147.4958823207209,0.11843327275028939,0.0,0.0,3.7329039910061725,"(44.898269675925924, 24.25339699074074, 27.275868055555556)",7,4,67,8970,0.0,0.0,0.0
37,TEDxRiodelaPlata2014,4d1999a2-0e66-45ea-b0b7-779f0f327e5d,El iPad de Arquímedes | Christian Carman | TEDxRiodelaPlata,https://i.ytimg.com/vi/PxaXEAPn8RU/hqdefault.jpg,"Archeaology,TEDxTalks,tedx talks,Arquímedes,Astronomy/Space,ipad de Arquímedes,Spanish,Argentina,tedx,Historia de la Ciencia,ted x,Technology,ted talk,tedx talk,History,ted,ted talks,Christian Carman,Anticitera,Buenos Aires.",132149,1651,26,97,2017-10-06 13:54:57,97.79896255033516,0.14396050347222247,0.0,0.0,4.193801562550289,"(23.71125, 37.59736111111111, 71.03050347222222)",7,2,59,104000,0.0,0.0,0.0
38,TEDxRiodelaPlataED2015,cfed0060-d9cd-4148-b947-c34747e2bab9,Neurociencia y educación | Manuel Carreiras | TEDxRiodelaPlataED,https://i.ytimg.com/vi/Er7VmkrPPjY/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,Brain,Children,Cognitive science,Early education,Neuroscience,Science",129520,1059,58,28,2017-10-06 13:55:23,670.3768776148684,0.2586476643880209,0.0,0.0,4.573342875569408,"(73.98945601851852, 60.225028935185186, 80.16453125)",6,2,64,18700,0.0,0.0,0.0
39,TEDxRiodelaPlata2015,11dcc782-b88a-4e60-b3d2-0c916e55f3d5,La verdad es mentira | Daniel Molina | TEDxRiodelaPlata,https://i.ytimg.com/vi/f76D1DK7IBA/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Humanities,Discrimination,History,Human Rights,Identity,Sociology",123068,1688,95,129,2017-10-06 13:55:06,36.0764008820729,0.12089183666087983,0.0,0.0,3.8454557864834413,"(29.846140046296295, 29.828796296296296, 43.556481481481484)",7,2,55,10400000,0.0,0.0,0.0
40,TEDxRiodelaPlata2012,9c74773f-a20f-4706-9a5c-a94dbd4ca031,Quién es Dios para mí? | Margarita Barrientos | TEDxRiodelaPlata,https://i.ytimg.com/vi/xJpyykyIGJ8/hqdefault.jpg,"TEDx,Argentina,ted talk,Salud,tedx talks,Comida,Comedor,TEDxRíodelaPlata,Comunidad,Los Piletones,TEDxRiodelaPlata,Historia de vida,Cambio social,Activismo,Education,Buenos Aires,Activism,Margarita Barrientos,Español,ted talks,Food,tedx,Educación,Life stor",122308,1292,48,78,2017-09-13 14:30:10,771.0780699134654,0.20426145200376125,0.0,0.0,4.249263439941135,"(67.79303819444445, 47.50555555555555, 39.498842592592595)",8,3,64,252000,0.0,0.0,0.0
41,TEDxJoven@RiodelaPlata 2012,cda5e2f5-2867-4619-9383-fe3302d142de,TEDxJoven@RíodelaPlata - Liliana Bodoc - Mentir para decir la verdad,https://i.ytimg.com/vi/qOFyNOYp3MU/hqdefault.jpg,"Argentina,Español,Spanish,TEDxRíodelaPlata,Entretenimiento,Entertainment,Educación,Education,Cultura,Culture,Poesía,Poetry,La Saga de Los Confines",121406,1325,45,60,2017-09-12 15:50:10,770.4722471218267,0.21418463812934027,0.0,0.0,4.285307570787103,"(57.90660300925926, 52.49011574074074, 62.1965625)",9,3,68,629,0.0,0.0,0.0
42,TEDxRiodelaPlata2013,b8293f81-d37a-4146-9475-18dd4b2c7498,Ajedrez para la vida | Marina Rizzo | TEDxRiodelaPlata,https://i.ytimg.com/vi/q5tNR0HbXe4/hqdefault.jpg,"Marina Rizzo,TEDx,Psychology (Medical Specialty),Usina del Arte,tedx,Cambio social,Spanish Language (Human Language),Lifestyle,ted x,Education,Caballito de Palermo,Estilo de vida,Entertainment,Español,Argentina (Country),TEDxRiodelaPlata,Psicología,ted ta",118902,1430,64,78,2017-10-06 13:54:52,1003.443319247521,0.22380631058304376,0.0,0.0,4.241836459406553,"(75.55664930555555, 51.51329282407407, 42.30006365740741)",7,2,54,48400,0.0,0.0,0.0
43,TEDxBuenosAires2010,5c71b1ef-57b6-4816-8c10-455a2af326cc,TEDxBuenosAires - Luis Pescetti - 04/08/10 (Spanish),https://i.ytimg.com/vi/KTpChP26scI/hqdefault.jpg,"ted x,2010,ted,TEDx,tedx talks,aires,chicos,buenos,Spanish,ted talks,humor,pescetti,tedx,tedx talk,niños,argentina,in,música,TEDxBuenosAires,ted talk,rural",106795,506,19,25,2017-09-08 17:24:24,345.1396255271294,0.13000320999710707,0.0,0.0,3.900420416290153,"(37.655034722222226, 32.87668981481482, 26.112488425925925)",7,6,52,435,0.0,0.0,0.0
