,event_name,video_id,title,url_thumb,tags,view_count,like_count,dislike_count,comment_count,created,blurriness,brightness,contrast,overexposure,entropy,avg_color,word_count,punctuation_count,character_count,google_hits,sentiment_vader,sentiment_blob_polarity,sentiment_blob_subjectivity
247,TEDxJoven@RiodelaPlata 2012,70ca9fa8-4df0-4109-87a4-18267c75151f,TEDxJoven@RíodelaPlata - Demian Slobinsky - ¿Supercomputadoras en Argentina?,https://i.ytimg.com/vi/V3Hm7udINSM/hqdefault.jpg,"Argentina,Español,Spanish,TEDxRíodelaPlata",1996,11,1,2,2017-09-12 15:47:22,408.55939929751423,0.16596792715567119,0.0,0.0,4.122149873223438,"(42.605688657407406, 39.291689814814816, 61.90139467592593)",7,4,76,10,0.0,0.0,0.0
248,TEDxRiodelaPlata2017,b37fb9ad-3e40-4106-9438-5e928a30448e,¿Estamos solos? | Gerónimo Villanueva | TEDxRiodelaPlata,https://i.ytimg.com/vi/EV7Pg0OeniY/hqdefault.jpg,"TEDxTalks,Spanish,Science (hard),Astronomy,Progress,Research,Science",1964,29,0,3,2017-11-21 18:45:12,55.29649498453441,0.12670789930555557,0.0,0.0,2.9393090144994636,"(85.45991319444444, 9.145196759259258, 16.705144675925926)",5,3,56,615000,0.0,0.0,0.0
249,TEDxRiodelaPlata2017,52278cfb-4523-41a9-a81b-91928e3556e1,Performance |  King Coya & Queen Cholas | TEDxJoven@RíodelaPlata,https://i.ytimg.com/vi/zfGZFDc-c94/hqdefault.jpg,"TEDxTalks,Spanish,Art,Dance (performance),Music (performance)",1963,33,3,0,2018-01-25 20:15:48,473.2198707557227,0.1533350287543403,0.0,0.0,4.1693618567615145,"(58.24188078703704, 31.565833333333334, 32.67003472222222)",7,4,64,7270,0.0,0.0,0.0
250,TEDxRiodelaPlataED2015,ca772546-df88-4153-9752-202b36f385e5,TEDxperiments: Creando conocimiento científico en TEDx | Gerry Garbulsky | TEDxRiodelaPlataED,https://i.ytimg.com/vi/5Sg-FI8r5w4/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Education,Cognitive science,Science,Social Science",1943,14,0,2,2017-10-06 13:55:22,48.63616510724774,0.14732677318431683,0.0,0.0,3.8463726838603174,"(54.786122685185184, 31.321145833333333, 30.685260416666665)",9,3,93,111,0.0,0.0,0.0
251,TEDxRiodelaPlataSalon2016,7a2630dc-ca00-4844-bc4d-02eae9a8644f,Cuando las computadoras tienen autoridad | Marcelo Rinesi | TEDxRiodelaPlataSalon,https://i.ytimg.com/vi/KhOUCjIzK_w/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Technology,AI,Computers,Decision making,Future",1933,19,0,0,2017-10-06 13:57:18,431.21329615882075,0.42937775788483773,0.0,0.0,4.142658856001832,"(117.6173900462963, 108.25984953703704, 102.42722800925925)",8,2,81,2130,0.0,0.0,0.0
252,TEDxRiodelaPlata2017,16732305-c06b-4e89-a2dc-4e2014f6de43,ArTED - Somos como estrellas | Juliana Iriart | TEDxRiodelaPlata,https://i.ytimg.com/vi/sh5delyUAg0/hqdefault.jpg,"TEDxTalks,Spanish,Art",1454,27,2,3,2017-12-21 18:12:59,236.4880015432099,0.06369879828559027,0.0,0.0,2.3197875939178982,"(19.586232638888887, 15.234809027777779, 14.616331018518519)",7,3,64,58,0.0,0.0,0.0
253,TEDxRiodelaPlata2017,2f3ba73b-4a9e-45d2-9aae-046e06583878,Performance |  Las Taradas | TEDxJoven@RíodelaPlata,https://i.ytimg.com/vi/yVybmsZaTlU/hqdefault.jpg,"TEDxTalks,Spanish,Entertainment,Art,Music (performance)",1450,21,1,1,2018-01-25 20:12:21,201.3603587962963,0.11893984194155123,0.0,0.0,3.60150199757373,"(59.03170717592592, 15.892013888888888, 34.0738599537037)",5,3,51,225000,0.0,0.0,0.0
254,TEDxRiodelaPlata2017,850844a6-0780-4bf9-b738-e225ba129b3e,Transformar la educación en América Latina | Gloria Vidal | TEDxRiodelaPlata,https://i.ytimg.com/vi/gN4EbyEJyrI/hqdefault.jpg,"TEDxTalks,Spanish,Education,Achievement,Education reform,Public Policy,Teaching",1431,21,5,3,2017-12-11 20:18:11,442.25829475308643,0.12302022298177104,0.0,0.0,3.3414399437174866,"(62.9275, 17.27274884259259, 25.75616898148148)",9,2,76,337000,0.0,0.0,0.0
255,TEDxRiodelaPlata2017,511fb533-2a45-423a-9d59-bf6865fa71c4,Ciencia y tecnología de vanguardia en la periferia | Victoria Flexer | TEDxRiodelaPlata,https://i.ytimg.com/vi/xWEd6mSQPaQ/hqdefault.jpg,"TEDxTalks,Spanish,Science (hard),Energy,Mining,Science,Technology",1375,56,0,3,2018-01-05 13:30:36,857.8473148148148,0.1135906530309606,0.0,0.0,3.252114449694077,"(62.65951388888889, 14.036597222222222, 22.22627314814815)",11,2,87,785,0.0,0.0,0.0
256,TEDxRiodelaPlata2012,d68967da-cd98-4589-803a-68f0364583c7,Historias musicalizadas con objetos reciclados - parte 1: Urraka at TEDxRiodelaPlata,https://i.ytimg.com/vi/g3ftVnvgN-s/hqdefault.jpg,"History,Español,Historia,Performance,Entertainment,tedx talk,Música,ted x,TEDx,ted talks,ted,TEDxRíodelaPlata,Danza,tedx talks,Percusión,Urraka,tedx,Spanish,ted talk,TEDxRiodelaPlata,Entretenimiento,Dance,Music,Argentina",1181,3,0,0,2017-09-18 17:53:06,767.5449728540592,0.16730857566550916,0.0,0.0,4.164599750478741,"(53.13359375, 40.331684027777776, 31.87605324074074)",10,2,84,33,0.0,0.0,0.0
257,TEDxRiodelaPlata2013,557ad033-11d7-4d33-8710-130d428ad65f,Martin Rur ImproEnsamble: Apertura Musical II at TEDxRiodelaPlata,https://i.ytimg.com/vi/masQdt9L7xA/hqdefault.jpg,"tedx talk,ted,Pablo Riera,ImproEnsamble,Music,TEDx,Argentina,ted talk,Música,Melina Moguilevsky,Buenos Aires,tedx talks,tedx,Performance,Pablo Bronzini,Martín Rur,ted talks,Miguel Rausch,ted x,TEDxRíodelaPlata",1033,5,1,0,2017-10-06 13:54:48,1807.5138756679937,0.16014015480324048,0.0,0.0,4.0908730925066425,"(53.663894675925924, 35.924178240740744, 37.030092592592595)",8,1,65,99,0.0,0.0,0.0
258,TEDxRiodelaPlata2012,c68d2bb4-45eb-4246-9b75-c066e37a9bca,Historias musicalizadas con objetos reciclados - parte 2: Urraka at TEDxRiodelaPlata,https://i.ytimg.com/vi/VDDqnVv4DNs/hqdefault.jpg,"Dance,TEDxRiodelaPlata,History,Spanish,TEDxRíodelaPlata,tedx talks,Entretenimiento,Historia,Danza,Urraka,ted,Performance,Argentina,Percusión,ted talks,tedx talk,Entertainment,ted x,Español,ted talk,Música,tedx,TEDx,Music",963,3,0,0,2017-09-18 17:53:06,685.6707391878522,0.21898428457754654,0.0,0.0,4.51013272657789,"(69.25712962962963, 53.05484375, 40.53120949074074)",10,2,84,37,0.0,0.0,0.0
259,TEDxRiodelaPlata2012,c07dbf13-d21f-4fef-97f8-4bb42c0dfdb6,Historias musicalizadas con objetos reciclados - parte 3: Urraka at TEDxRiodelaPlata,https://i.ytimg.com/vi/uwxdV4kWII4/hqdefault.jpg,"ted talks,TEDxRíodelaPlata,Performance,Danza,Español,Entretenimiento,Show,Música,Argentina,Percusión,Historia,Music,Entertainment,ted talk,Dance,TEDx,ted x,tedx talks,Spanish,Urraka,TEDxRiodelaPlata,History,tedx,ted,tedx talk",712,2,0,0,2017-09-18 17:53:08,731.0177959988476,0.206471467194734,0.0,0.0,4.437648622667597,"(68.42866898148148, 48.77786458333333, 36.26611111111111)",10,2,84,30,0.0,0.0,0.0
260,TEDxRiodelaPlata2017,6a482ab2-6847-430a-84d3-26ec98306418,TEDxperiments 2017 | Joaquin Navajas | TEDxRiodelaPlata,https://i.ytimg.com/vi/HvyfQB878QA/hqdefault.jpg,"TEDxTalks,Spanish,Social Science,Data,Empathy,Morality,Social Interaction",687,16,1,1,2018-01-05 13:31:28,281.0174672064888,0.12333240650318292,0.0,0.0,3.4673580913567643,"(70.15890046296296, 14.08175925925926, 23.94806134259259)",5,2,55,897,0.0,0.0,0.0
261,TEDxRiodelaPlata2015,32bace42-f49d-4488-915f-1d4089579a1a,TEDxperiments 2015 | TEDxperiments | TEDxRíodelaPlata,https://i.ytimg.com/vi/qvcVzr2x8Jg/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Science (hard),Social Interaction",678,8,0,1,2017-10-06 13:55:08,1314.632923557225,0.136605495876736,0.0,0.0,3.8052452827349885,"(34.71256944444445, 32.97595486111111, 49.39202546296296)",4,2,53,4140,0.0,0.0,0.0
262,TEDxRiodelaPlata2017,a4a826b7-fb7a-4c44-8314-ef90dc771f85,Sueños de robots y dinosaurios | Bruno Grossi | TEDxJoven@RíodelaPlata,https://i.ytimg.com/vi/QeqOuPRPkD0/hqdefault.jpg,"TEDxTalks,Spanish,Science (hard),Biology,Birds,Dinosaurs,Nature,Robots",621,17,0,2,2017-12-18 19:53:02,237.08987268518518,0.13834809479890076,0.0,0.0,3.273809310481412,"(75.63092013888888, 16.65398148148148, 30.30673611111111)",9,3,70,16600,0.0,0.0,0.0
263,TEDxRiodelaPlata2017,46ab0d2f-0c09-4bb8-8ca2-6914a3129591,"RROM - Un casamiento gitano |  Grupo de Teatro Inmersivo ""Usted Está Aquí"" | TEDxRiodelaPlata",https://i.ytimg.com/vi/XB_yYf5UiQo/hqdefault.jpg,"TEDxTalks,Spanish,Entertainment,Art,Music (performance),Theater",403,4,0,0,2018-01-05 13:31:01,734.090327918703,0.3430392795138885,0.0,0.0,4.388054971397887,"(119.43409143518518, 72.84028356481481, 85.65376157407407)",12,5,93,145,0.0,0.0,0.0
264,TEDxRiodelaPlataED2015,b4e838ec-06fd-4900-a315-9738ec6053de,Performance | Saxaje | TEDxRiodelaPlataED,https://i.ytimg.com/vi/M-QkaJSMR9M/hqdefault.jpg,"TEDxTalks,Spanish,Argentina,Art,Music (performance)",117,0,0,0,2017-10-06 13:55:26,1152.58936174143,0.2198364257812502,0.0,0.0,4.408241454446864,"(66.79134837962962, 43.44894675925926, 98.3350462962963)",3,2,41,8230000000,0.0,0.0,0.0
